Review,keyword_1,keyword_2,keyword_3,keyword_4,common_keywords_all,common_keywords_3_plus,Answer
재질도 탄탄하고 무난하게 예뻐서 자주 입을 것 같아욤,"['재질', '무난', '탄탄']","['탄탄하다', '재질', '무난']","['무난', '재질', '탄탄하다']","['탄탄하다', '무난', '재질']",,"재질,   무난,   탄탄하다","재질, 무난, 탄탄하다"
목이 좁아서 좀 늘어나요 근데 세일할 때 사서 만족하면서 입고 있습니다,"['늘어나다', '세일', '목', '좁다', '만족하다']","['만족하다', '좁다', '세일', '목', '사서', '늘어나다']","['만족하다', '목', '늘어나다', '좁다', '세일', '사서']","['세일', '좁다', '사서', '근데', '만족하다', '늘어나다']",,"늘어나다,   세일,   좁다,   만족하다,   목,   사서","늘어나다, 세일, 좁다, 만족하다, 목"
흰색 검정색 두게 샀어요 번걸아가면서 잘 입을게요,"['번', '두다', '가면', '검은색', '걸', '흰색']","['가면', '검은색', '흰색', '두다']","['가면', '두다', '검은색', '흰색']","['가면', '두다', '검은색', '흰색']", 흰색,"두다,   가면,   검은색,   흰색","흰색, 검은색"
오버핏 티셔츠를 사고 싶었는데 때마침 1+1 행사를 하길래 구매해봤어요 두께는 얇지는 않고 그냥 딱 좋아여 사이즈는 좀 크니까 여성분들은 s추천합니다,[''],"['추천', '사이즈', '여성', '티셔츠', '행사', '사고', '얇다', '오버핏']","['티셔츠', '사이즈', '여성', '분들', '크다', '추천', '두께', '그냥']","['때마침', '행사', '여성', '분들', '사고', '오버핏', '추천', '그냥', '두께', '티셔츠']",,"추천,   여성,   티셔츠","오버핏, 티셔츠, 두께, 사이즈, 크다, 여성, s, 추천, 얇다"
면이 일반 티 보다 두꺼워서 한여름엔 입지 마세융 옷 변형도 잘 안 되서 좋구염 남찡구랑 커플로 맞췃는데 조아용,"['일반', '한여름', '두껍다', '커플', '남찡구', '티']","['변형도', '말다유', '커플', '입지', '일반', '한여름']","['두껍다', '맞추다', '커플', '입지', '남', '찡', '구', '한여름']","['맞추다', '입지', '변형도', '커플', '돼다', '일반', '말다', '한여름', '두껍다']", 커플,"한여름,   커플,   일반,   두껍다,   입지","한여름, 커플, 티, 변형, 두껍다"
사이즈도 딱 맞고 심플해서 어떤 옷이랑 입어도 잘 어울릴 것 같아요,"['사이즈', '어울림', '심플', '맞다']","['심플', '어울리다', '사이즈', '어떻다', '맞다']","['심플', '어울리다', '맞다', '사이즈', '어떻다']","['어떻다', '심플', '어울리다', '맞다', '사이즈']",,"사이즈,   심플,   맞다,   어울리다,   어떻다","사이즈, 맞다, 심플하다, 어울리다"
시원하고 정사이즈네요! 오버핏 하게 살껄 그랬나 싶기도 하고 얇아서 흰색은 비치다보니 패치 붙이고 입고 있습니다,"['오버핏', '패치', '비침', '시원', '흰색', '사이즈', '얇다', '정']","['사이즈', '시원하다', '흰색', '살걸', '비치', '패치']","['흰색', '얇다', '붙이', '사이즈', '비치', '오버핏']","['붙이', '패치', '살걸', '비치', '시원하다', '그렇다', '오버핏', '흰색', '얇다', '사이즈']",,"흰색,   사이즈,   오버핏,   패치,   얇다,   비치","시원하다, 오버핏, 패치, 사이즈, 얇다, 비치다"
"예일 옷은 처음이엇는데, 실측 사이즈 열심히 재보고 삿습니다. 꼼꼼하게 챙겨서 그런지 사이즈 너무 좋앗어요.  거기에 옷의 재질 디자인, 두께감 모두 너무 만족합니다. 또 사고 싶어요!","['재보고', '디자인', '챙기다', '거기', '처음', '사이즈', '예일', '꼼꼼하다', '열심히', '재질', '실측', '만족하다', '두께감', '사고']","['만족하다', '그렇다', '챙기다', '사이즈', '디자인', '실측', '재질', '거기', '사고']","['사이즈', '디자인', '재질', '만족하다', '챙기다', '두께감']","['챙기다', '열심히', '실측', '거기', '꼼꼼하다', '보고', '사고', '처음', '그렇다', '사이즈']",,"챙기다,   사이즈,   디자인,   거기,   재질,   실측,   만족하다,   사고","사이즈, 디자인, 재질, 실측, 만족하다, 두께감"
어디에 코디해도 무난합니다 두께는 보통 할인에 잘샀네여,[''],"['무난', '코디해도', '할인', '보통', '두께']","['할인', '무난', '두께', '보통', '코디', '해도']","['해도', '보통', '코디', '할인', '두께', '무난']",,"무난,   할인,   보통,   두께","무난, 할인, 보통, 두께"
로고가 작아서 부담스럽지 않고 가격도 저렴해서 매우 마음에 들어요!,"['저렴하다', '가격', '로고', '부담스럽지', '작다']","['부담', '저렴하다', '가격', '작다', '로고']","['저렴하다', '작다', '부담', '스럽지', '로고', '가격']","['스럽지', '부담', '저렴하다', '작다', '로고', '가격']", 로고,"저렴하다,   가격,   로고,   작다,   부담","저렴하다, 가격, 로고, 작다"
예일은 역시 두께감이 만족스러워요! 예일 반팔티는 진짜 면이 인정입니다!,[''],"['인정', '만족스럽다', '티', '팔', '예일', '예일', '두께감']","['인정', '두께감', '만족스럽다', '팔', '예일', '티']","['예일', '인정', '만족스럽다', '두께감']", 두께감,"예일,   인정,   만족스럽다,   두께감","두께감, 만족스럽다, 반팔, 티, 면, 예일, 인정"
재질도 탄탄하고 너무 두껍지도 않아서 여름에도 입고다니기 좋네요 게다가 2팩이라 아주 만족합니다,"['두께', '탄탄', '재질', '여름', '팩']","['만족하다', '탄탄하다', '재질', '팩', '여름']","['여름', '두껍다', '만족하다', '재질', '팩', '탄탄하다']","['탄탄하다', '만족하다', '두껍다', '재질', '여름']", 재질,"재질,   여름,   팩,   만족하다,   탄탄하다","재질, 여름, 만족하다, 탄탄하다"
"핏도 적당하고 두께감도 여릅에맞게 적당해서 아무때나 입고나가기 좋은거 같아요,  뒤에 레터링도 멋있어요!","['뒤', '핏', '맞다', '멋있다', '레터링', '여름', '두께감', '적당하다']","['적당하다', '적당하다', '레터링', '여름', '핏', '멋있다']","['여름', '멋있다', '적당하다', '맞다', '핏']","['적당하다', '멋있다', '두께감', '레터', '맞다', '여름']", 멋있다,"적당하다,   멋있다,   여름,   핏,   맞다","적당하다, 레터링, 멋있다, 여름, 핏, 맞다"
루즈하게 입는 스타일이라 제일 큰 사이즈로 샀는데도 저한테는 기장이 짧아서 너무 아쉽네요 ,"['스타일', '짧다', '아쉽다', '기장']","['테', '기장', '스타일', '사이즈', '루스', '제일', '짧다', '아쉽다']","['사이즈', '스타일', '아쉽다', '테', '루스', '짧다', '기장']","['루스', '제일', '짧다', '기장', '스타일', '아쉽다', '크다', '사이즈']"," 기장,  짧다","스타일,   짧다,   아쉽다,   기장,   사이즈,   루스","루스, 사이즈, 스타일, 기장, 짧다"
깔끔하면서도 포인트되는 박시한 티 찾고계시면 고민없이 구매하세요!! 어깨 핏을 가장 중요하게 생각하는데 예쁘게 잘 떨어지네요. 넣입 빼입 다 잘 활용할 수 있어요. 주변에서 칭찬 많이 받았어요ㅎㅎ,"['포인트', '깔끔하다', '박시', '티']","['중요하다', '주변', '활용', '박시', '칭찬', '가장', '포인트', '고민']","['어깨', '깔끔하다', '칭찬', '받다', '활용', '넣다', '계시']","['중요하다', '빼입', '활용', '계시', '어깨', '박시', '칭찬', '주변', '넣다', '가장']"," 활용,  칭찬","박시,   활용,   칭찬","깔끔하다, 포인트, 박시, 티, 어깨, 핏, 떨어지다, 활용"
살짝 생각보다 작아서 큰걸로 다시 시켰네요 그래도 티 자체는 이쁘고 어디든 입기 좋습니다,"['크다', '걸', '자체', '작다', '티', '다시']","['작다', '걸', '다시', '자체']","['걸', '자체']","['다시', '자체', '작다', '크다']",,"자체,   걸,   작다,   다시","작다, 티"
이미지랑 똑같고 여름에 잘 입고 다닐 것 같아요 저렴하게 사서 만족해요,"['저렴하다', '사서', '여름', '만족하다']","['만족하다', '저렴하다', '이미지', '사서', '여름', '똑같다']","['저렴하다', '만족하다', '여름', '똑같다', '이미지', '사서']","['이미지', '사서', '똑같다', '만족하다', '저렴하다', '여름']",,"저렴하다,   사서,   여름,   만족하다,   이미지,   똑같다","이미지, 똑같다, 여름, 저렴하다, 만족하다"
주변에서 예쁘다고 많이해요 원단도 튼튼하고 좋아요,[''],"['튼튼하다', '주변', '원단']","['튼튼하다', '원단', '주변']","['튼튼하다', '주변', '원단']", 원단,"튼튼하다,   주변,   원단","원단, 튼튼하다"
투플원으로 싸게 팔간래 구매해봤는데 쏘쏘 나쁘지않아요,"['토플', '쏘다', '싸다', '원', '팔간', '나쁘다']","['싸다', '간', '원', '토플', '나쁘다']","['원', '싸다', '팔', '간', '나쁘다', '토플']","['쏘다', '토플', '나쁘다', '싸다']", 나쁘다,"토플,   싸다,   나쁘다,   원","싸다, 나쁘지 않다"
뮤난하게 입기 좋응고같아요! 배송도 빠르고 좋아용,"['빠르다', '무난', '배송']","['무난', '배송', '빠르다']","['무난', '배송', '빠르다']","['무난', '빠르다', '배송']"," 빠르다,  배송","빠르다,   무난,   배송","무난, 배송, 빠르다"
배송 엄청 빠르게 왔고 포장상태도 좋고 옷도 이뻐요,"['오다', '포장상태', '빠르다', '배송']","['포장상태', '배송', '오다', '빠르다']","['오다', '빠르다', '배송', '포장', '상태']","['상태', '포장', '오다', '빠르다', '배송']"," 빠르다,  배송","오다,   빠르다,   배송","배송, 빠르다, 포장"
진짜 너무 대박 등 프린팅이 깔끔하게 포인트 주기 좋고 세탁해도 변형 없음,"['프린팅', '포인트', '세탁', '변형']","['프린팅', '변형', '세탁', '포인트', '대박', '주기', '없다']","['세탁', '프린팅', '깔끔하다', '대박', '주기', '변형']","['주기', '대박', '포인트', '변형', '깔끔하다', '없다', '세탁', '프린팅']",,"프린팅,   세탁,   변형,   포인트,   대박,   주기","프린팅, 깔끔하다, 포인트, 세탁, 변형 없음"
잘입을레요 무난하고 좋습니다 굳굳 번창이요 굳,"['굳다', '굳다굳다', '번창', '무난']","['번창', '무난', '굳다굳다']","['번창', '무난', '굳다']","['굳다', '번창', '하고', '무난']",,"번창,   무난,   굳다",무난하다
얇고 비침 그렇게 없습니다 딱 여름에 입기 좋아요 덩치 좋으신 분들한태 추천 드려요~,"['비침', '추천드리다', '여름', '덩치', '얇다']","['추천드리다', '분', '덩치', '여름', '비침', '없다', '얇다']","['추천', '드리다', '여름', '분', '얇다', '그렇게', '덩치']","['덩치', '그렇게', '드리다', '비침', '추천', '없다', '여름', '얇다']",,"여름,   덩치,   얇다,   비침","얇다, 비침이 없다, 여름, 덩치, 추천"
약간 두꺼운 편이라 한여름엔 좀 더워요 그래도 이게 핏 자체가 정필이라 어디에든 무난하게 입기 좋아요,[''],"['정필', '편이', '자체', '무난', '덥다', '한여름']","['무난', '덥다', '편이', '에든', '자체', '두껍다']","['에든', '정필', '한여름', '자체', '편이', '덥다', '두껍다', '무난']",,"편이,   자체,   무난,   덥다","두껍다, 한여름, 덥다, 핏, 무난"
저렴한 가격에 이쁜 프린트반팔 얻었어용 ㅎㅎ 너무 만족해여 ㅎㅎ,"['저렴하다', '가격', '팔', '프린트', '만족']","['만족하다', '저렴하다', '가격', '프린트', '팔', '얻다']","['만족하다', '얻다', '가격', '팔', '저렴하다', '프린트']","['얻다', '프린트', '만족하다', '저렴하다', '가격']",,"저렴하다,   가격,   프린트,   팔,   만족하다,   얻다","저렴하다, 가격, 프린트, 반팔, 만족하다"
옷감이 살짝 도톰해서 쉽게 늘어나지 않을 것 같아서 좋아요.,"['늘어나다', '도톰', '옷감']","['늘어나다', '도톰하다', '옷감', '쉬다']","['도톰하다', '옷감', '늘어나다', '쉬다']","['옷감', '도톰하다', '쉬다', '늘어나다']",,"늘어나다,   옷감,   도톰하다,   쉬다","옷감,  도톰하다, 늘어나다"
원단 좋고 면도 좋아요 디자인도 이쁘고 사이즈도 아주 딱 오버핏여서 이뻐용,"['원단', '오버핏', '디자인', '사이즈']","['사이즈', '디자인', '면도', '원단', '오버핏']","['오버핏', '여서', '사이즈', '디자인', '원단', '면도']","['면도', '여서', '오버핏', '원단', '디자인', '사이즈']",,"원단,   오버핏,   디자인,   사이즈,   면도","원단, 면, 디자인, 사이즈, 오버핏"
커버낫 기본템 좋네요 다른 브랜드 기본템은 너무 얇거나 아니면 목 마감이 안좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요 가볍고 편해서 아주 맘에 듭니다!,"['금방', '기본', '편하다', '늘어나다', '브랜드', '목', '커버', '가볍다', '얇다', '마감']","['아니다', '늘어나다', '마감', '커버', '요건']","['얇다', '가볍다', '브랜드', '편하다', '마감']","['요건', '기본', '금방', '마감', '브랜드', '아니다', '가볍다', '늘어나다', '커버', '얇다']",,"마감,   늘어나다,   브랜드,   커버,   가볍다,   얇다","기본, 가볍다, 편하다"
XL입는데 L맞네요 재질은 매끄럽고 가벼워요  얇은편이나 비침은 없어요 구김도 적고요 추전합니다,"['비침', '추다', '구김', '재질', '가볍다', 'l', '얇다', '매끄럽다', 'xl']","['추다', '가볍다', '재질', '적다', '비침', '편이', '구김', '없다']","['적다', '가볍다', '매끄럽다', '편이', '추다', '맞다', '재질', '비침']","['매끄럽다', '추다', '적다', '구김', 'xl', '편이', '비침', '가볍다', '맞다', '없다']", 가볍다,"비침,   추다,   가볍다,   구김,   재질,   매끄럽다,   적다,   편이","xl,   l,   재질,   매끄럽다,   가볍다,   얇다,   추천, 비침, 적다, 구김, 없다"
제 옷 보더니 동생이 자기도 입고 싶다해서 주문했어요! 여름용 반팔 아주 시원하고 좋다고 동생 물놀이 때도 입고 잠옷으로도 입고 좋아하네요..,"['시원', '동생', '잠옷', '팔', '물놀이']","['동생', '동생', '여름', '시원하다', '물놀이', '팔']","['잠옷', '으로도', '동생', '좋아하다', '주문', '보더']","['동생', '보더', '물놀이', '잠옷', '으로도', '주문', '좋아하다', '시원하다', '여름']",,"동생,   잠옷,   물놀이","여름용, 반팔, 시원하다, 물놀이, 잠옷"
저렴하게 질좋은 티셔츠를 사게 되서 만족합니다.,['저렴하다'],"['티셔츠', '저렴하다', '만족하다', '돼다']","['티셔츠', '저렴하다', '만족하다']","['돼다', '티셔츠', '만족하다', '저렴하다']"," 저렴하다,  만족하다","저렴하다,   티셔츠,   만족하다","저렴하다, 질, 티셔츠, 만족하다"
가격대비 디자인 및 원단 품질이 좋은 반팔티입니다.,"['가격', '디자인', '품질', '원단', '팔', '티']","['디자인', '티', '품질', '가격', '대비', '원단', '팔']","['품질', '티', '디자인', '팔', '가격', '대비', '원단']","['품질', '대비', '디자인', '원단', '가격']", 가격,"가격,   디자인,   품질,   원단,   팔,   티,   대비","가격, 디자인, 원단, 품질, 반팔, 티"
여름엔 역시 쿨코튼이 최고입니다.시원하고 땀 흡수가 잘됩니다.,"['땀', '시원', '코튼', '흡수', '여름', '쿨']","['코튼', '시원하다', '여름', '흡수', '최고']","['여름', '최고', '코튼', '흡수', '시원하다']","['흡수', '최고', '코튼', '시원하다', '여름']",,"코튼,   흡수,   여름,   시원하다,   최고","여름, 코튼, 최고, 시원하다, 땀, 흡수"
생각보다 많이 얇아요 여름에 시원하고 좋겠지만 가을 겨울에는 조금 추울거 같아요. 사이즈는 크지도 작지도 않고 보통이에요. 무엇보다 배송이 빨라서 좋네요!,"['라서', '크다', '추다', '시원하다', '겨울에는', '보통', '사이즈', '배송', '여름', '얇다', '작', '가을']","['배송', '보통', '시원하다', '사이즈', '크다', '겨울', '가을', '여름']","['여름', '라서', '보통', '작', '얇다', '배송', '겨울', '에는']","['보통', '추다', '겨울', '가을', '에는', '라서', '이에요', '크다', '얇다', '배송']",,"보통,   배송,   라서,   크다,   여름,   얇다,   가을,   겨울","얇다, 여름, 시원하다, 가을, 겨울, 춥다, 사이즈, 보통, 배송, 빠르다"
항상 만만하게 입기 좋은 무난한 반팔. 사이즈도 적당히 여유있어서 여름에 안달라붙고 쾌적한 느낌이어서 좋음,"['쾌적하다', '항상', '여유', '사이즈', '팔', '무난', '만만하다', '여름', '달라붙다']","['적당하다', '만만하다', '항상', '사이즈', '무난', '여유', '팔', '여름']","['여름', '만만하다', '달라붙다', '적당하다', '쾌적하다']","['만만하다', '쾌적하다', '달라붙다', '여유', '항상', '적당하다', '무난', '여름', '사이즈']",,"만만하다,   여름,   쾌적하다,   항상,   여유,   사이즈,   무난,   달라붙다,   적당하다","무난, 반팔, 사이즈, 적당하다, 여유, 여름, 쾌적하다"
얇은 기능성 재질입니다. 운동이나 기타 작업할 때 적절하겠네요. 사이즈가 작아서 한두치수 크게 가는걸 추천드립니다.,"['기능성', '걸', '추천드리다', '적절', '크게', '사이즈', '치수', '가다', '작다', '재질', '운동', '작업', '얇다', '한두']","['추천드리다', '재질', '운동', '기능', '사이즈', '가다', '작업', '작다', '치수']","['작다', '추천', '드리다', '사이즈', '운동', '얇다', '작업', '재질', '적절하다', '한두', '치수']","['한두', '적절하다', '치수', '작업', '이나', '크게', '가다', '작다', '드리다', '기능']", 작업,"치수,   작다,   작업,   운동,   사이즈,   가다,   재질,   한두","얇다, 재질, 운동, 사이즈, 작다, 크게, 추천"
운동할 때 잘 입고 있습니다. 좀 까끌거리지만 가격 대비 좋아요,"['까끌까끌', '가격', '대비', '운동']","['운동', '거리', '가격', '대비']","['운동', '거리', '까끌까끌', '대비', '가격']","['거리', '까끌까끌', '대비', '가격', '운동']", 가격,"가격,   대비,   운동,   까끌까끌,   거리","운동, 까끌거리다, 가격"
저렴한 가격에 샀네요 잘 입을것 같아요 근데 조금 더 사이즈가 컷으면 좋았을 것 같네요,"['가격', '크다', '사이즈']","['사이즈', '저렴하다', '가격', '크다']","['크다', '사이즈', '가격']","['근데', '크다', '저렴하다', '사이즈', '가격']", 가격,"가격,   크다,   사이즈","저렴하다, 가격, 사이즈"
시원해서 통풍 잘 되서 좋네요 사이즈가 조금 널널하고 딱 맞습니다,"['맞다', '시원', '통풍', '널찍']","['시원하다', '사이즈', '통풍', '맞다', '돼다', '널찍하다']","['사이즈', '맞다', '시원하다', '널찍하다', '통풍']","['널찍하다', '돼다', '통풍', '맞다', '사이즈', '시원하다']", 통풍,"맞다,   통풍,   시원하다,   사이즈,   널찍하다","시원하다, 통풍, 사이즈, 널찍하다, 맞다"
너무 쿨링하고 시원하진않아요 ㅋㅋ 다른 그냥 보세 중국산비교했을때 그게 더 시원함 ,"['중국산', '쿨링', '시원하다']","['쿨링', '시원하다', '중국산', '시원하다', '그게', '비교', '그냥']","['중국산', '비교', '쿨링', '시원하다', '그게', '그냥']","['그게', '중국산', '비교', '시원하다', '쿨링', '하고', '그냥']",,"시원하다,   중국산,   쿨링,   그게,   비교,   그냥","시원하다, 쿨링"
운동할 때나 집에서 편하게 입고 있어요 저렴하게 잘 샀네요,"['편하다', '집', '저렴하다', '운동']","['집', '운동', '저렴하다', '편하다']","['저렴하다', '편하다', '운동', '집']","['저렴하다', '편하다', '운동']", 운동,"편하다,   저렴하다,   운동,   집","운동, 편하다, 저렴하다, 집"
단추도 싸구려~색감좋아보여서 선택했는데 확실히 가격이 낮아서 그런가 딘추부터ㅜ바느질까지 싼티가 팍팍나네요,['단추'],"['보', '단추', '가격', '런가', '확실하다', '싸구려', '색감', '티', '나다']","['바느질', '낮다', '런가', '보', '여서', '선택', '나다', '싸구려', '가격', '확실하다']","['팍팍', '추부', '런가', '싸구려', '바느질', '낮다', '선택', '확실하다', '여서', '싸다']"," 런가,  확실하다,  싸구려","런가,   확실하다,   싸구려","단추, 싸구려, 색감, 가격, 낮다, 바느질"
옷이 너무 이쁩니다!! 지금 더운날에서 시원하게 입을 수 있어요,"['덥다', '시원하다', '날']","['시원하다', '날', '덥다']","['시원하다', '날', '덥다']","['덥다', '시원하다']",,"덥다,   시원하다,   날","덥다, 시원하다"
긴팔을 받아 교환요청을 했는데 반품하고 다시 벋는데 일주일이걸렸네요. ㅡㅡ 사이즈에 비해 길이가 좀 짧은듯한 느낌이긴 한데 세탁 후 입어봐야겠네요,"['세탁', '벋다', '사이즈', '일주일', '교환', '팔', '반품', '길이']","['요청', '팔', '일주일', '사이즈', '반품', '길이', '교환', '세탁', '비다', '다시']","['세탁', '짧다', '입어보다', '일주일', '팔', '사이즈', '걸리다', '길이', '반품']","['벋다', '요청', '반품', '느끼다', '비다', '일주일', '교환', '걸리다', '길이', '세탁']",,"세탁,   일주일,   반품,   길이,   사이즈,   교환,   팔","반품, 사이즈, 길이, 짧다"
맛도리입니다 날이너무 더워 생각보다 많이 입지는 못했네요 ㅠㅠ,"['맛', '질']","['질', '입지', '날', '덥다', '맛']","['못', '날', '질', '맛', '덥다', '입지']","['입지', '덥다']",,"맛,   질,   입지,   덥다",덥다
얇고 엄청 시원해요 근데 이쁘니까 여름에 자꾸 손이가요,"['얇다', '여름', '시원하다']","['시원하다', '여름', '손', '가요', '자꾸', '얇다']","['여름', '시원하다', '가요', '자꾸', '얇다', '손']","['가요', '자꾸', '근데', '얇다', '시원하다', '여름']",,"얇다,   여름,   시원하다,   가요,   자꾸","얇다, 시원하다, 여름"
핏도 좋고 재질도 시원해서 너무 좋아요 여행갈때 입기 딱이에여,"['재질', '여행', '시원', '핏']","['여행', '시원하다', '재질', '딱이다', '핏']","['시원하다', '핏', '딱이다', '재질', '여행']","['여행', '갈다', '딱이다', '재질', '시원하다']",,"재질,   여행,   핏,   시원하다,   딱이다","핏, 재질, 시원하다, 여행"
가성비 말 안되고 지나가다가 똑같은 사람 만날 수는 있지만 옷 자체는 이쁨,"['똑같다', '지나가다', '말', '가성비', '사람', '만날']","['만날', '지나가다', '수', '자체', '사람', '가성비', '똑같다']","['지나가다', '수', '똑같다', '자체', '가성비', '사람', '만날']","['지나가다', '만날', '자체', '똑같다', '사람', '가성비']",,"똑같다,   지나가다,   가성비,   사람,   만날,   자체",가성비
여기저기 휘뚜루마뚜루 잘입고있어요 더워서 나시입고 걸쳐서 제일 많이 입는것같아요 흔하다고 하는데 생각보다 똑같은옷 많이 안마주친거같아요,"['마주치다', '흔하다', '민소매', '휘뚜루마뚜루', '똑같다', '걸치다']","['마주치다', '여기저기', '걸치다', '민소매', '흔하다', '덥다']","['덥다', '흔하다', '똑같다', '제일', '휘뚜루마뚜루', '민소매']","['민소매', '제일', '흔하다', '여기저기', '휘뚜루마뚜루', '마주치다', '똑같다', '걸치다', '덥다']",,"흔하다,   민소매,   마주치다,   휘뚜루마뚜루,   똑같다,   걸치다,   덥다","덥다, 민소매, 흔하다"
여름철에 입기좋은 반팔 셔츠입니다 . 무채색이라 조합해서 입기 너무 좋고 팔 쪽에 단추 디테일로 팔을 걷어도 이쁩니다. 여성분들한테는 오버사이즈로 입는걸 좋아하실 경우에는 추천드립니다!!,"['여성분들', '단추', '여름철', '오버사이즈', '팔', '조합', '셔츠', '디테일', '무채색']","['셔츠', '추천드리다', '여성늘다', '무채색', '조합', '경우', '여름철', '오버사이즈', '단추']","['팔', '셔츠', '여성', '분들', '늘다', '무채색', '추천', '드리다', '걷다', '조합']","['테일로', '무채색', '경우', '조합', '늘다', '여성', '에는', '여름철', '걷다', '분들']",,"조합,   무채색,   여름철,   셔츠","여름철, 반팔, 셔츠, 무채색, 디테일, 오버사이즈, 추천"
색감도 딱생각했던 색상에 적당히 낙낙해서 여름에 입기좋아요.,"['색상', '색감', '여름', '낙낙']","['색상', '적당하다', '색감', '낙낙', '여름']","['색감', '색상', '여름', '적당하다', '낙낙']","['낙낙', '색상', '적당하다', '색감', '여름']",,"색상,   색감,   여름,   낙낙,   적당하다","색감, 색상, 적당하다, 낙낙, 여름"
옷 이쁘고 잘 입고 있습니다 추천드려요 감사합니다,"['추천', '감사']",['추천드리다'],"['추천', '드리다']","['드리다', '추천']",,추천,추천
차르르한 얇은소재라 여름에 툭 걸쳐입기 좋아요,"['짜르르', '소재', '여름', '얇다', '걸치다']","['걸치다', '소재', '여름', '얇다']","['여름', '소재', '얇다', '걸치다', '짜르르']","['짜르르', '걸치다', '소재', '얇다', '여름']",,"소재,   여름,   얇다,   걸치다,   짜르르","얇다, 소재, 여름, 걸치다"
이쁘고 핏좋고 말해 뭐합니까 그냥 사세요 추천합니다,"['그냥', '핏좋다', '추천', '말', '합', '뭐']","['추천', '말', '합', '핏좋', '그냥']","['핏좋', '추천', '합', '그냥', '말']","['핏좋', '그냥', '추천']",,"그냥,   추천,   말,   합,   핏좋","핏, 추천"
생각보다는 품이 조여요 기장은 괜찮음 좀 더운감이 있어요 배송이 조금 느립니다 가격 합리적이에요,"['가격', '느리다', '품', '조여', '배송', '덥다', '합리', '기장']","['합리', '배송', '기장', '느리다', '조여', '가격', '덥다']","['느리다', '배송', '합리', '보다는', '기장', '조여']","['조여', '느리다', '보다는', '합리', '기장', '배송', '덥다', '가격']"," 기장,  배송","느리다,   조여,   배송,   합리,   기장,   가격,   덥다","품, 기장, 덥다, 배송, 느리다, 가격, 합리적"
아직 세탁은 안해봐서 잘 모르겠는데 두께감 조금 있습니다,"['두께감', '세탁']","['세탁', '모르다', '두께감']","['모르다', '세탁', '두께감', '아직']","['아직', '모르다', '두께감', '세탁']",,"두께감,   세탁,   모르다",두께감
케이블 흰색 니트 샀는데 비침도 거의 없는것 같아 단품 좋습니다,"['케이블', '비침', '흰색', '니트', '단품']","['케이블', '비침', '품', '흰색', '니트', '없다']","['케이블', '비침', '흰색', '단', '품', '니트']","['흰색', '비침', '케이블', '니트']",,"케이블,   비침,   흰색,   니트","니트,  단품, 비침"
몰라 그냥 내스타일이야 너네도 자신있게 입어 그게 멋이야,"['그냥', '멋이야', '내', '그게', '모르다', '스타일']","['모르다', '스타일', '멋', '그냥', '그게']","['스타일', '이야', '멋', '그냥', '그게', '모르다']","['이야', '모르다', '그게', '그냥', '스타일']",,"그냥,   그게,   모르다,   스타일","스타일, 그냥"
길이 제 키 기준 딱 적당해요 좀 긴 듯 싶은데 잠그면 밑에가 잡아주는 핏이라 짧아져요 사진에 잘 나오는 것 같아요 살짝 생각보다 광이 도는 느낌이 좀 있었습니다,"['사진', '적당', '광', '길이', '짧아지다']","['잡다', '나오다', '적당하다', '잠그다', '사진', '기준', '길이', '광']","['짧아지다', '사진', '길이', '밑', '잠그다', '잡다', '핏']","['기준', '잠그다', '잡다', '짧아지다', '적당하다', '길이', '가다', '사진', '나오다']",,"사진,   길이,   짧아지다,   잡다,   잠그다","길이, 적당하다, 핏, 짧아지다, 광"
"여름에 입기좋은 바지를 찾고있었는데 딱이네요
가볍고 적당히 얇으면서 핏도 딱 좋은,,

여름용으로 잘 입을듯해용 !!","['핏', '여름', '가볍다', '바지', '얇다', '적당하다']","['여름', '적당하다', '가볍다', '바지', '여름', '핏', '찾다']","['여름', '얇다', '가볍다', '바지', '핏', '딱이다']","['여름', '딱이다', '찾다', '가볍다', '적당하다', '얇다', '바지']",,"여름,   가볍다,   바지,   핏,   얇다,   적당하다","여름, 바지, 가볍다, 얇다, 핏"
배송도 엄청 빨리오고 옷도 예뻐요 핏도 잘 나오고 사이즈도 딱 맞아서 엄청 만족하고있습니다 앞으로 많이 살거같아요,"['살', '맞다', '앞', '핏', '사이즈', '배송', '나오다', '만족하다', '빨리']","['만족하다', '배송', '사이즈', '나오다', '오다', '핏']","['만족하다', '맞다', '오다', '나오다', '핏', '앞']","['빨리', '오다', '만족하다', '배송', '나오다', '맞다', '사이즈']",,"나오다,   만족하다,   맞다,   핏,   사이즈,   배송,   오다","배송, 빨리, 핏, 사이즈, 맞다, 만족하다"
